type,client,tx,amount
deposit,859,20974,10
withdrawal,167,20976,13
dispute,639,8570
deposit,810,20980,3
chargeback,230,17726
deposit,194,20984,18
deposit,182,20986,15
withdrawal,905,20987,5
deposit,453,20989,10
deposit,385,20990,11
withdrawal,322,20991,15
deposit,260,20992,16
chargeback,639,8570
deposit,695,20994,11
dispute,948,13009
withdrawal,233,20996,13
deposit,862,20998,8
withdrawal,662,20999,0
deposit,545,21001,19
deposit,280,21003,2
deposit,330,21005,4
deposit,910,21007,2
deposit,860,21008,13
deposit,601,21009,16
withdrawal,229,21012,4
deposit,388,21013,14
resolve,948,13009
deposit,936,21016,10
withdrawal,659,21019,10
deposit,209,21021,9
deposit,153,21022,10
deposit,82,21025,14
deposit,922,21027,12
withdrawal,782,21030,9
deposit,494,21032,12
withdrawal,646,21033,18
withdrawal,504,21037,2
withdrawal,595,21039,14
withdrawal,224,21042,6
withdrawal,741,21043,17
dispute,999,3725
deposit,541,21046,2
withdrawal,893,21047,9
chargeback,999,3725
dispute,936,10560
withdrawal,877,21052,2
deposit,595,21054,14
deposit,446,21055,8
deposit,69,21056,16
deposit,79,21057,11
withdrawal,940,21059,13
resolve,936,10560
withdrawal,99,21061,16
deposit,854,21064,15
deposit,823,21068,15
withdrawal,621,21071,11
withdrawal,868,21072,0
deposit,691,21073,8
deposit,82,21074,3
withdrawal,6,21075,9
deposit,447,21076,1
deposit,390,21079,3
dispute,555,1679
withdrawal,612,21085,18
resolve,555,1679
withdrawal,114,21087,2
withdrawal,783,21088,15
withdrawal,921,21090,10
deposit,132,21093,16
withdrawal,691,21094,10
deposit,464,21095,5
deposit,229,21096,10
deposit,31,21099,0
deposit,625,21101,18
deposit,123,21103,0
deposit,153,21105,6
deposit,678,21106,15
deposit,525,21110,13
deposit,28,21112,2
dispute,105,9140
dispute,656,7989
deposit,52,21117,12
withdrawal,646,21120,11
deposit,312,21123,3
chargeback,105,9140
resolve,656,7989
deposit,845,21127,14
deposit,662,21128,10
deposit,428,21129,18
withdrawal,358,21133,6
withdrawal,856,21136,7
withdrawal,679,21137,17
withdrawal,562,21138,18
deposit,128,21144,2
withdrawal,760,21146,2
deposit,876,21147,11
deposit,465,21149,19
withdrawal,179,21152,3
deposit,523,21154,17
deposit,961,21155,18
withdrawal,400,21156,11
withdrawal,367,21157,2
withdrawal,480,21158,18
withdrawal,918,21159,8
deposit,258,21160,10
dispute,134,4743
withdrawal,627,21163,6
withdrawal,295,21165,2
withdrawal,804,21166,8
deposit,938,21167,6
resolve,134,4743
withdrawal,525,21169,17
withdrawal,69,21170,6
withdrawal,887,21171,18
deposit,579,21175,3
deposit,307,21176,16
deposit,950,21177,19
deposit,163,21178,15
withdrawal,773,21180,3
deposit,376,21181,10
deposit,229,21182,1
deposit,198,21186,5
deposit,806,21187,2
dispute,161,17270
resolve,161,17270
withdrawal,69,21190,2
withdrawal,85,21191,2
deposit,80,21192,3
deposit,100,21193,11
withdrawal,759,21196,16
deposit,298,21199,10
deposit,814,21202,17
deposit,201,21204,9
deposit,297,21205,6
deposit,242,21208,7
deposit,944,21209,3
deposit,953,21211,11
deposit,104,21216,3
withdrawal,179,21218,19
deposit,933,21219,9
withdrawal,185,21221,13
withdrawal,326,21222,2
withdrawal,948,21225,9
withdrawal,54,21226,15
deposit,96,21227,14
deposit,605,21229,16
deposit,950,21230,3
withdrawal,915,21231,9
withdrawal,153,21233,18
withdrawal,831,21237,19
deposit,90,21238,1
deposit,195,21241,14
deposit,226,21243,17
deposit,262,21244,3
withdrawal,747,21247,10
deposit,912,21248,12
deposit,153,21249,6
deposit,599,21251,18
deposit,628,21254,2
dispute,369,11285
deposit,511,21257,12
withdrawal,6,21258,5
deposit,568,21260,8
withdrawal,40,21261,4
deposit,221,21263,16
resolve,369,11285
withdrawal,788,21265,15
deposit,21,21266,0
withdrawal,815,21267,1
withdrawal,849,21268,2
deposit,374,21270,16
deposit,952,21271,10
withdrawal,428,21275,8
deposit,82,21277,10
deposit,344,21279,13
deposit,484,21280,6
deposit,962,21282,6
withdrawal,85,21283,4
withdrawal,314,21284,3
withdrawal,880,21286,14
deposit,467,21288,4
deposit,840,21290,19
withdrawal,649,21291,8
withdrawal,254,21292,19
withdrawal,676,21293,6
deposit,964,21294,16
withdrawal,704,21295,5
deposit,643,21297,16
withdrawal,646,21298,1
dispute,438,8460
withdrawal,645,21305,2
deposit,971,21307,10
deposit,223,21308,9
deposit,849,21309,11
deposit,691,21310,6
deposit,654,21311,19
resolve,438,8460
deposit,637,21314,3
deposit,822,21315,2
deposit,305,21316,14
deposit,119,21317,11
deposit,108,21319,0
withdrawal,796,21320,16
deposit,692,21321,0
withdrawal,672,21322,9
withdrawal,330,21323,6
deposit,909,21325,18
withdrawal,52,21327,10
deposit,410,21329,4
withdrawal,350,21330,9
deposit,96,21331,5
deposit,612,21332,5
deposit,72,21333,6
deposit,914,21335,16
dispute,694,15785
resolve,694,15785
deposit,582,21342,15
deposit,42,21343,19
deposit,824,21344,7
deposit,796,21347,17
deposit,344,21348,6
deposit,316,21351,4
deposit,90,21352,8
deposit,995,21353,5
withdrawal,80,21354,4
deposit,889,21355,2
deposit,463,21357,2
deposit,9,21360,3
deposit,356,21361,6
deposit,810,21362,15
withdrawal,777,21363,14
withdrawal,12,21364,3
deposit,806,21366,5
deposit,315,21367,2
deposit,6,21368,4
dispute,302,3272
deposit,958,21370,9
withdrawal,308,21372,18
dispute,580,17690
withdrawal,157,21375,7
deposit,786,21377,12
withdrawal,625,21380,17
deposit,893,21382,11
deposit,730,21383,8
deposit,1,21384,13
deposit,693,21385,14
withdrawal,52,21387,0
deposit,189,21389,15
withdrawal,445,21390,12
deposit,889,21391,7
deposit,747,21392,9
deposit,322,21393,4
withdrawal,113,21395,4
chargeback,302,3272
dispute,635,11375
deposit,934,21400,6
deposit,585,21401,19
deposit,967,21402,7
deposit,805,21404,15
withdrawal,470,21406,7
deposit,718,21407,19
dispute,357,6150
deposit,83,21413,19
chargeback,635,11375
deposit,504,21415,5
dispute,568,3802
deposit,559,21417,12
withdrawal,321,21420,19
deposit,9,21421,8
dispute,976,1115
withdrawal,686,21423,3
deposit,670,21424,12
deposit,938,21427,3
deposit,496,21428,8
deposit,108,21431,11
deposit,254,21433,18
withdrawal,385,21434,11
dispute,915,1572
withdrawal,298,21436,8
deposit,686,21437,14
withdrawal,2,21439,2
withdrawal,748,21440,17
withdrawal,709,21442,2
resolve,580,17690
deposit,524,21444,12
withdrawal,80,21447,5
withdrawal,462,21451,0
dispute,91,967
withdrawal,382,21455,15
withdrawal,341,21457,3
resolve,915,1572
withdrawal,400,21459,1
withdrawal,628,21463,16
withdrawal,597,21465,0
deposit,114,21466,7
chargeback,976,1115
deposit,654,21469,3
withdrawal,576,21470,13
deposit,166,21471,12
withdrawal,66,21473,4
deposit,832,21474,0
deposit,270,21475,11
withdrawal,955,21476,8
deposit,645,21478,17
deposit,756,21481,11
withdrawal,873,21482,15
withdrawal,54,21483,7
deposit,253,21484,2
deposit,582,21486,12
deposit,163,21487,1
chargeback,357,6150
withdrawal,698,21489,6
withdrawal,927,21490,11
withdrawal,9,21491,6
withdrawal,956,21492,18
resolve,568,3802
deposit,447,21495,17
deposit,475,21497,15
deposit,860,21498,15
deposit,797,21499,18
withdrawal,845,21501,9
deposit,221,21502,7
deposit,721,21503,15
withdrawal,831,21504,5
withdrawal,852,21506,13
withdrawal,751,21509,1
deposit,922,21510,9
withdrawal,311,21512,11
resolve,91,967
deposit,709,21517,14
deposit,513,21518,6
withdrawal,591,21519,8
withdrawal,539,21520,0
deposit,768,21522,14
deposit,316,21525,4
deposit,576,21529,7
withdrawal,391,21533,8
withdrawal,730,21534,15
deposit,312,21535,11
deposit,434,21536,2
withdrawal,533,21537,10
withdrawal,61,21538,18
withdrawal,55,21539,16
withdrawal,632,21541,4
withdrawal,846,21545,19
deposit,889,21546,9
deposit,713,21547,8
deposit,515,21548,15
withdrawal,143,21550,10
deposit,66,21554,19
deposit,414,21555,1
deposit,595,21556,4
deposit,757,21557,9
deposit,331,21558,11
deposit,634,21559,0
deposit,353,21560,4
deposit,474,21562,10
dispute,152,9779
deposit,352,21565,8
deposit,523,21566,13
withdrawal,470,21567,13
dispute,64,19147
deposit,31,21569,13
deposit,773,21572,15
deposit,905,21574,19
dispute,880,8720
deposit,806,21578,19
dispute,585,2555
deposit,286,21581,17
deposit,322,21582,14
deposit,483,21584,16
withdrawal,367,21585,4
deposit,7,21586,16
resolve,64,19147
withdrawal,983,21588,19
deposit,780,21589,1
deposit,541,21590,19
withdrawal,671,21591,7
deposit,789,21592,18
deposit,652,21594,19
deposit,313,21595,19
withdrawal,98,21596,1
withdrawal,6,21597,3
deposit,617,21598,12
dispute,681,3980
dispute,882,7545
withdrawal,460,21601,19
withdrawal,309,21602,11
withdrawal,460,21603,19
deposit,38,21604,5
deposit,77,21605,0
resolve,585,2555
withdrawal,210,21608,15
deposit,645,21609,8
deposit,200,21610,12
deposit,306,21611,7
withdrawal,633,21612,12
deposit,920,21613,17
withdrawal,262,21616,19
withdrawal,668,21617,7
chargeback,681,3980
withdrawal,657,21619,5
withdrawal,567,21622,15
deposit,280,21623,10
deposit,299,21624,2
withdrawal,496,21627,15
resolve,152,9779
deposit,900,21634,2
deposit,28,21636,0
withdrawal,79,21637,18
withdrawal,579,21638,17
withdrawal,627,21639,18
deposit,119,21640,6
withdrawal,96,21641,10
deposit,647,21642,17
withdrawal,114,21644,15
chargeback,880,8720
withdrawal,625,21648,1
withdrawal,549,21649,0
deposit,738,21651,6
withdrawal,962,21653,11
withdrawal,709,21657,2
withdrawal,102,21658,14
withdrawal,102,21662,18
withdrawal,193,21663,4
deposit,672,21664,7
withdrawal,872,21665,7
deposit,462,21666,16
deposit,114,21667,16
withdrawal,168,21668,18
deposit,183,21670,8
deposit,61,21671,17
withdrawal,882,21672,14
dispute,65,2773
deposit,102,21675,2
deposit,825,21677,17
withdrawal,462,21679,10
withdrawal,569,21680,11
withdrawal,331,21682,19
withdrawal,951,21683,15
withdrawal,707,21685,7
withdrawal,472,21687,4
deposit,422,21689,19
deposit,920,21692,17
deposit,938,21694,12
deposit,916,21696,12
deposit,159,21697,5
withdrawal,744,21699,6
deposit,568,21700,13
deposit,921,21701,1
withdrawal,582,21703,5
deposit,870,21704,1
deposit,248,21709,15
deposit,955,21710,3
chargeback,882,7545
deposit,453,21712,6
deposit,175,21714,17
deposit,657,21716,11
deposit,929,21717,4
withdrawal,343,21719,7
dispute,765,5065
deposit,659,21724,1
deposit,153,21725,5
deposit,537,21727,8
deposit,446,21729,2
withdrawal,625,21730,19
dispute,730,20514
deposit,670,21733,14
withdrawal,116,21735,16
withdrawal,270,21736,0
deposit,312,21738,6
withdrawal,312,21739,6
deposit,783,21740,9
withdrawal,852,21741,14
withdrawal,92,21745,14
withdrawal,351,21746,6
deposit,872,21747,4
deposit,157,21748,1
deposit,783,21751,11
withdrawal,789,21752,5
withdrawal,119,21754,3
dispute,692,13938
deposit,839,21758,19
deposit,771,21759,10
deposit,953,21760,14
dispute,251,4051
withdrawal,34,21762,10
deposit,545,21763,11
deposit,986,21765,3
withdrawal,517,21768,3
deposit,286,21770,9
deposit,547,21772,0
chargeback,730,20514
dispute,813,5484
withdrawal,654,21777,5
resolve,765,5065
deposit,6,21780,5
deposit,811,21782,5
withdrawal,127,21784,14
withdrawal,80,21785,7
withdrawal,948,21786,7
withdrawal,546,21787,16
dispute,872,7752
withdrawal,24,21793,15
deposit,617,21794,18
withdrawal,557,21795,5
withdrawal,738,21796,1
withdrawal,260,21797,12
withdrawal,669,21798,19
deposit,570,21799,3
resolve,692,13938
deposit,472,21801,14
deposit,555,21802,1
withdrawal,759,21806,13
deposit,370,21807,1
deposit,182,21808,15
deposit,119,21810,19
deposit,173,21811,15
withdrawal,166,21812,14
withdrawal,376,21815,9
deposit,111,21816,9
deposit,633,21817,17
deposit,559,21818,11
deposit,721,21819,9
deposit,921,21820,4
chargeback,813,5484
withdrawal,161,21822,2
dispute,9,6924
deposit,827,21824,8
deposit,168,21825,16
deposit,381,21826,2
deposit,900,21827,0
deposit,662,21828,19
deposit,484,21829,17
deposit,582,21830,8
deposit,906,21831,5
deposit,484,21832,16
withdrawal,613,21833,3
resolve,65,2773
withdrawal,465,21836,15
deposit,612,21837,10
deposit,577,21838,11
deposit,947,21839,5
deposit,868,21840,10
deposit,612,21841,15
withdrawal,621,21842,15
deposit,889,21843,4
withdrawal,391,21844,1
withdrawal,281,21848,5
withdrawal,839,21849,7
chargeback,251,4051
withdrawal,412,21853,1
deposit,189,21854,19
resolve,872,7752
withdrawal,840,21857,7
deposit,648,21859,19
deposit,557,21861,3
deposit,243,21864,15
deposit,367,21865,7
dispute,584,5966
deposit,995,21867,2
withdrawal,119,21869,0
deposit,918,21870,3
withdrawal,53,21871,8
withdrawal,472,21872,17
deposit,789,21873,5
dispute,209,2771
withdrawal,989,21877,2
withdrawal,742,21879,11
resolve,9,6924
deposit,857,21883,1
deposit,612,21884,17
withdrawal,171,21886,16
deposit,537,21888,3
deposit,763,21889,9
withdrawal,390,21890,8
deposit,28,21891,17
withdrawal,422,21892,7
withdrawal,878,21894,3
deposit,764,21895,2
withdrawal,154,21897,15
chargeback,584,5966
withdrawal,743,21900,10
withdrawal,344,21901,8
withdrawal,144,21902,4
resolve,209,2771
deposit,938,21905,9
withdrawal,819,21907,16
deposit,225,21908,3
deposit,440,21913,9
deposit,719,21915,19
dispute,321,14581
deposit,612,21917,0
withdrawal,189,21918,7
deposit,407,21920,4
deposit,71,21921,13
deposit,873,21922,11
deposit,407,21924,8
deposit,549,21926,2
withdrawal,811,21928,9
deposit,856,21929,7
withdrawal,576,21931,1
withdrawal,651,21933,19
withdrawal,480,21936,19
deposit,526,21937,18
withdrawal,127,21938,5
deposit,229,21939,14
withdrawal,386,21940,8
withdrawal,470,21941,18
withdrawal,617,21942,0
deposit,843,21943,10
chargeback,321,14581
withdrawal,805,21945,7
deposit,15,21946,19
withdrawal,248,21947,0
deposit,861,21948,2
deposit,567,21951,8
withdrawal,96,21955,17
dispute,849,18820
deposit,48,21958,0
withdrawal,244,21960,10
withdrawal,990,21961,5
deposit,676,21962,8
chargeback,849,18820
deposit,693,21965,18
deposit,881,21967,18
withdrawal,460,21968,4
dispute,576,2592
resolve,576,2592
deposit,370,21973,4
deposit,865,21974,6
withdrawal,299,21976,1
dispute,108,12161
deposit,422,21978,17
chargeback,108,12161
deposit,182,21980,8
deposit,288,21981,15
withdrawal,483,21982,11
withdrawal,116,21986,4
deposit,630,21987,3
deposit,953,21988,15
deposit,369,21996,9
deposit,759,21998,18
deposit,7,22001,17
withdrawal,512,22002,17
deposit,859,22004,15
withdrawal,862,22007,18
deposit,265,22008,15
withdrawal,164,22009,2
withdrawal,459,22011,0
deposit,905,22015,17
withdrawal,659,22018,1
deposit,101,22020,18
withdrawal,220,22022,15
dispute,183,1652
withdrawal,28,22025,11
withdrawal,998,22026,15
deposit,955,22027,18
resolve,183,1652
deposit,90,22030,6
withdrawal,909,22033,11
withdrawal,629,22034,7
withdrawal,96,22035,10
withdrawal,669,22036,6
dispute,722,20867
deposit,389,22039,9
withdrawal,805,22040,18
chargeback,722,20867
dispute,827,1485
deposit,578,22046,12
deposit,825,22047,5
deposit,995,22048,6
deposit,64,22050,2
deposit,823,22051,8
withdrawal,242,22054,3
chargeback,827,1485
deposit,215,22058,5
withdrawal,918,22060,19
withdrawal,431,22061,5
deposit,670,22064,14
deposit,504,22065,19
withdrawal,566,22068,2
withdrawal,873,22069,6
dispute,645,10620
deposit,210,22071,13
resolve,645,10620
deposit,741,22075,12
withdrawal,983,22078,10
withdrawal,322,22079,10
withdrawal,479,22080,1
deposit,678,22083,4
deposit,996,22086,5
deposit,647,22087,14
withdrawal,788,22089,12
deposit,996,22094,5
deposit,281,22095,14
withdrawal,305,22099,15
deposit,385,22100,13
withdrawal,55,22101,3
withdrawal,759,22102,1
deposit,56,22104,14
deposit,634,22106,5
withdrawal,374,22107,17
deposit,225,22111,1
withdrawal,258,22113,5
withdrawal,225,22115,12
withdrawal,502,22117,10
dispute,36,6357
deposit,748,22121,4
deposit,240,22122,15
withdrawal,937,22123,8
withdrawal,680,22124,3
withdrawal,111,22125,2
resolve,36,6357
withdrawal,64,22127,4
withdrawal,322,22130,2
withdrawal,693,22131,11
withdrawal,248,22132,17
withdrawal,164,22133,3
withdrawal,900,22135,2
deposit,633,22136,14
deposit,455,22137,2
deposit,810,22139,4
deposit,205,22141,5
deposit,656,22142,11
withdrawal,576,22145,9
withdrawal,902,22146,3
withdrawal,148,22148,10
withdrawal,797,22150,7
deposit,686,22155,1
deposit,171,22158,10
withdrawal,538,22162,14
deposit,543,22163,1
dispute,474,7940
deposit,902,22165,5
deposit,31,22167,8
deposit,389,22168,15
withdrawal,889,22170,14
withdrawal,252,22172,16
deposit,877,22173,8
withdrawal,729,22175,1
deposit,111,22177,18
withdrawal,861,22179,14
withdrawal,320,22181,10
deposit,344,22183,15
deposit,952,22185,6
chargeback,474,7940
withdrawal,297,22190,9
deposit,708,22191,11
withdrawal,212,22194,16
withdrawal,446,22195,10
withdrawal,65,22196,6
deposit,329,22197,2
deposit,412,22198,14
deposit,562,22200,16
withdrawal,222,22201,3
deposit,298,22204,19
withdrawal,713,22205,7
deposit,807,22206,2
deposit,746,22208,14
withdrawal,1,22209,0
deposit,513,22211,2
withdrawal,835,22213,3
deposit,96,22217,1
withdrawal,161,22221,12
deposit,690,22222,17
deposit,410,22223,4
deposit,298,22224,2
withdrawal,707,22225,9
withdrawal,471,22226,19
withdrawal,759,22227,17
withdrawal,468,22229,8
deposit,839,22236,18
deposit,291,22238,9
withdrawal,815,22240,8
deposit,545,22242,17
withdrawal,648,22243,12
withdrawal,942,22245,6
withdrawal,111,22248,10
withdrawal,189,22250,8
deposit,782,22251,13
withdrawal,619,22253,2
withdrawal,563,22255,13
withdrawal,829,22256,1
deposit,689,22257,4
dispute,718,10318
withdrawal,471,22259,14
deposit,288,22261,5
deposit,488,22263,17
resolve,718,10318
withdrawal,900,22265,18
withdrawal,2,22266,17
deposit,913,22267,11
dispute,835,9753
deposit,668,22269,6
deposit,239,22272,14
deposit,308,22273,11
deposit,446,22275,7
withdrawal,756,22276,4
withdrawal,814,22278,1
deposit,258,22280,3
resolve,835,9753
deposit,96,22282,3
withdrawal,952,22283,16
withdrawal,21,22284,13
deposit,66,22286,16
withdrawal,437,22287,7
deposit,168,22289,19
deposit,28,22293,5
deposit,466,22295,5
deposit,770,22296,1
withdrawal,713,22297,3
withdrawal,968,22302,18
deposit,678,22305,5
withdrawal,789,22307,6
deposit,197,22309,18
deposit,826,22310,15
withdrawal,605,22311,3
withdrawal,440,22312,13
withdrawal,160,22313,8
deposit,647,22314,2
withdrawal,100,22318,4
deposit,217,22319,8
deposit,202,22321,17
deposit,40,22323,15
deposit,558,22326,16
withdrawal,376,22327,0
dispute,34,6387
deposit,958,22330,18
deposit,990,22331,5
deposit,898,22332,12
withdrawal,247,22333,8
withdrawal,616,22334,17
withdrawal,28,22335,16
deposit,822,22336,16
deposit,691,22338,3
withdrawal,525,22339,19
deposit,285,22342,10
deposit,524,22345,1
deposit,937,22346,7
chargeback,34,6387
deposit,9,22350,0
deposit,600,22353,7
deposit,83,22355,19
deposit,215,22356,12
deposit,468,22361,4
withdrawal,222,22363,8
deposit,600,22364,12
deposit,285,22365,7
withdrawal,747,22366,18
withdrawal,956,22367,6
deposit,160,22368,10
withdrawal,248,22370,9
withdrawal,240,22376,3
deposit,222,22381,1
deposit,144,22382,7
deposit,83,22383,8
deposit,562,22384,7
deposit,831,22385,2
withdrawal,59,22387,6
deposit,953,22388,0
deposit,61,22391,10
deposit,387,22394,2
dispute,858,18467
withdrawal,295,22398,11
withdrawal,899,22399,5
dispute,586,4763
withdrawal,109,22401,10
deposit,893,22402,10
deposit,674,22403,12
deposit,949,22404,6
deposit,674,22405,15
deposit,533,22406,13
withdrawal,381,22407,8
withdrawal,398,22408,1
deposit,569,22411,2
chargeback,858,18467
deposit,706,22415,15
withdrawal,182,22416,14
withdrawal,300,22417,7
deposit,139,22419,3
deposit,786,22420,5
withdrawal,804,22421,16
withdrawal,965,22422,6
deposit,857,22423,1
withdrawal,679,22427,5
deposit,826,22428,9
withdrawal,772,22429,5
withdrawal,226,22430,10
deposit,210,22433,16
chargeback,586,4763
deposit,9,22435,14
deposit,753,22439,9
withdrawal,950,22440,8
withdrawal,341,22441,13
withdrawal,619,22442,17
deposit,240,22444,11
withdrawal,719,22447,12
withdrawal,884,22448,4
deposit,919,22449,13
withdrawal,383,22450,13
deposit,359,22451,18
deposit,71,22452,6
deposit,735,22453,18
withdrawal,83,22455,11
deposit,902,22456,19
deposit,456,22457,10
withdrawal,769,22458,10
deposit,962,22459,11
withdrawal,916,22464,17
deposit,898,22466,3
withdrawal,12,22467,4
withdrawal,868,22469,5
deposit,695,22471,8
withdrawal,910,22475,18
deposit,148,22477,15
deposit,915,22479,13
withdrawal,69,22480,3
dispute,577,11334
deposit,59,22485,13
dispute,217,4274
deposit,9,22487,17
deposit,449,22490,14
resolve,577,11334
chargeback,217,4274
deposit,160,22493,6
deposit,753,22494,6
deposit,656,22495,16
withdrawal,692,22496,12
deposit,295,22497,10
deposit,308,22498,11
withdrawal,291,22500,2
deposit,916,22502,11
deposit,824,22503,17
deposit,197,22504,18
withdrawal,428,22507,12
deposit,346,22508,3
withdrawal,930,22509,0
dispute,487,14902
deposit,438,22511,8
withdrawal,456,22513,4
withdrawal,53,22515,15
withdrawal,678,22516,7
withdrawal,843,22519,9
withdrawal,998,22521,17
deposit,887,22522,15
chargeback,487,14902
deposit,4,22526,4
deposit,462,22527,9
deposit,210,22529,16
deposit,279,22531,13
withdrawal,175,22532,13
deposit,23,22533,13
withdrawal,800,22534,9
deposit,6,22535,17
withdrawal,968,22536,16
withdrawal,796,22538,17
deposit,32,22539,19
deposit,839,22541,17
withdrawal,671,22543,13
withdrawal,461,22545,4
deposit,438,22546,19
deposit,831,22547,7
withdrawal,948,22548,12
deposit,234,22549,11
withdrawal,337,22550,13
deposit,1,22551,1
withdrawal,543,22552,8
deposit,881,22553,12
withdrawal,85,22554,11
withdrawal,240,22556,16
dispute,260,6658
deposit,645,22559,6
withdrawal,674,22560,13
dispute,762,9291
withdrawal,916,22564,10
deposit,97,22565,7
deposit,954,22566,2
deposit,112,22568,8
withdrawal,935,22573,10
deposit,212,22575,9
dispute,285,22342
deposit,331,22577,4
deposit,506,22578,16
deposit,694,22580,9
resolve,260,6658
withdrawal,252,22582,11
withdrawal,939,22583,19
dispute,482,19290
withdrawal,757,22585,1
withdrawal,597,22586,12
deposit,85,22589,16
resolve,285,22342
withdrawal,877,22591,11
withdrawal,407,22592,7
withdrawal,198,22593,9
withdrawal,810,22594,12
deposit,757,22596,18
deposit,412,22597,5
deposit,139,22598,16
withdrawal,419,22600,5
deposit,743,22601,14
withdrawal,443,22602,13
deposit,627,22603,18
deposit,951,22604,0
withdrawal,865,22605,16
deposit,848,22606,5
withdrawal,718,22607,2
withdrawal,785,22608,5
deposit,968,22609,18
deposit,878,22612,18
deposit,618,22613,9
dispute,840,9790
withdrawal,337,22615,18
withdrawal,832,22616,6
withdrawal,66,22617,18
deposit,963,22618,19
withdrawal,949,22621,7
withdrawal,1,22622,9
withdrawal,786,22623,13
withdrawal,26,22624,10
deposit,672,22625,16
withdrawal,630,22629,13
deposit,922,22630,13
dispute,85,5265
withdrawal,944,22632,6
withdrawal,545,22634,14
chargeback,762,9291
deposit,182,22639,13
deposit,205,22640,11
withdrawal,513,22641,13
deposit,672,22642,2
withdrawal,414,22643,13
resolve,840,9790
deposit,887,22645,15
deposit,8,22646,19
deposit,74,22647,11
deposit,686,22648,13
deposit,193,22649,13
chargeback,482,19290
deposit,694,22651,18
deposit,428,22652,10
withdrawal,255,22653,17
dispute,233,6394
deposit,560,22655,2
withdrawal,947,22656,10
deposit,376,22657,10
withdrawal,910,22658,9
dispute,299,2519
withdrawal,196,22661,7
deposit,193,22662,3
deposit,329,22663,0
deposit,279,22665,6
withdrawal,949,22666,1
deposit,38,22667,7
withdrawal,781,22668,12
chargeback,233,6394
deposit,352,22670,2
withdrawal,985,22671,13
withdrawal,526,22672,10
withdrawal,944,22673,4
withdrawal,201,22674,2
withdrawal,298,22675,2
withdrawal,215,22676,12
withdrawal,819,22677,19
deposit,213,22678,19
deposit,255,22679,13
deposit,270,22680,6
withdrawal,825,22683,2
withdrawal,806,22684,9
withdrawal,87,22685,6
chargeback,85,5265
deposit,309,22688,13
withdrawal,26,22689,13
withdrawal,289,22691,2
deposit,962,22692,2
deposit,956,22693,3
deposit,312,22694,16
withdrawal,79,22695,4
deposit,128,22696,9
withdrawal,472,22697,13
withdrawal,627,22698,5
deposit,254,22699,4
withdrawal,173,22700,17
deposit,467,22703,19
withdrawal,781,22704,18
withdrawal,944,22710,3
resolve,299,2519
withdrawal,467,22713,5
deposit,167,22714,4
deposit,225,22715,7
withdrawal,873,22716,9
deposit,747,22717,3
deposit,545,22718,16
deposit,938,22719,10
deposit,823,22720,2
deposit,330,22722,11
withdrawal,768,22723,12
deposit,543,22724,6
withdrawal,877,22726,0
dispute,616,10352
withdrawal,695,22729,2
deposit,939,22731,10
deposit,186,22734,1
deposit,244,22736,17
deposit,327,22738,8
withdrawal,856,22739,7
withdrawal,461,22740,12
withdrawal,972,22741,0
deposit,341,22742,19
deposit,656,22744,19
deposit,43,22745,4
withdrawal,486,22747,6
deposit,578,22749,14
withdrawal,830,22750,5
deposit,388,22754,2
resolve,616,10352
withdrawal,232,22759,19
deposit,579,22760,8
deposit,468,22761,10
deposit,158,22764,12
deposit,738,22767,0
deposit,591,22768,3
withdrawal,831,22770,10
withdrawal,835,22775,19
withdrawal,7,22776,12
deposit,203,22777,7
withdrawal,70,22779,6
withdrawal,598,22780,1
withdrawal,986,22783,2
withdrawal,577,22786,11
dispute,938,16989
withdrawal,213,22788,2
chargeback,938,16989
deposit,825,22795,1
withdrawal,703,22796,4
deposit,472,22798,0
withdrawal,353,22800,6
deposit,507,22801,12
withdrawal,661,22802,13
withdrawal,101,22803,19
withdrawal,477,22804,14
withdrawal,582,22805,3
withdrawal,574,22810,16
withdrawal,559,22812,3
withdrawal,898,22813,0
deposit,605,22817,18
deposit,703,22818,14
withdrawal,993,22821,14
deposit,524,22822,3
deposit,826,22823,15
withdrawal,698,22824,0
withdrawal,409,22825,12
withdrawal,811,22826,17
deposit,12,22827,14
withdrawal,134,22830,14
deposit,574,22831,14
deposit,234,22832,6
deposit,252,22833,17
deposit,927,22834,2
deposit,800,22835,1
withdrawal,607,22837,6
withdrawal,24,22838,11
withdrawal,74,22839,2
deposit,564,22840,8
deposit,693,22842,16
withdrawal,168,22843,15
withdrawal,654,22844,7
deposit,955,22846,17
deposit,745,22847,16
withdrawal,152,22848,1
withdrawal,814,22851,14
withdrawal,651,22852,0
withdrawal,273,22853,0
deposit,286,22855,0
deposit,277,22857,1
deposit,203,22859,3
deposit,648,22864,17
deposit,769,22865,9
withdrawal,951,22867,18
withdrawal,951,22868,13
withdrawal,346,22875,12
withdrawal,757,22876,8
withdrawal,772,22878,9
deposit,250,22881,19
withdrawal,4,22884,17
withdrawal,824,22885,2
deposit,690,22887,15
deposit,843,22890,9
withdrawal,193,22891,7
withdrawal,619,22895,6
deposit,756,22897,13
withdrawal,54,22900,10
withdrawal,628,22901,6
deposit,479,22909,12
deposit,912,22913,19
deposit,539,22916,8
withdrawal,286,22920,5
withdrawal,879,22921,10
withdrawal,210,22922,10
deposit,258,22923,2
deposit,598,22924,10
withdrawal,810,22926,8
deposit,964,22927,14
withdrawal,464,22929,12
